2*(x^y)+2*(~x)-(~x|y)-x-2*y+2,-5*(x&y)+1
-(~x|y)-2*x+(x|y)-(~y),-2*(x|~y)
(~y)-3*(~x)+5*(~x|y)-y-(x|y)-1,3*(~(x^y))-1
(x&y)+3*(x|y)+3*(~(x|y))-(~x)-(~x|y)+1,2*x
-(x&~y)-2*(~x&y)+(~y)-(x|~y)-x+1,-2*(x|y)+1
-3*(x&y)-(~x&y)+(~(x^y))+(~y)-(~x)+1,-3*y
2*(c&~y)+(~(c^y))-(c|~y)+(~c)+1,-(c&y)
2*(x|~y)-(~(x&y))-2*x+(x&y),-2*(x^y)-1
-3*(x^y)+(~y)+(~x)-2*(~x|y)-2*x-1,-4*(x|y)-1
3*(x|y)+(x&~y)-(x^y)+2*(~(x|y))-(~x)+1,2*x
y+(x^y)+(~(x|y))-(~x&y)-(~x)-1,x-1
-(~y)+3*(~x|y)-(x&y)-4*(~x&y)+1,-3*(x^y)-1
2*y-4*(x&y)-(x^y)-(x&~y)-(~x&y)-1,-2*x-1
y-(x&y)-(x&~y)+(~y),-x-1
(x&~y)-(x^y)+(~(x^y))-2*x-y+1,-3*(x|y)
2*(x|c)+(~x&c)-(x^c)+(~(x|c)),c-1
3*(c&~y)+3*(~(c|y))-(~y)-(~c),c-2*y-1
2*(x^y)+3*(~(x^y))-(~x)-(~x|y)-x,-(~x&y)-1
x+2*(~(x|y))-(~y)-(x|~y)-(~x)+1,-(~(x&y))+1
2*(~(x|y))-3*(~x)+2*(~x|y)-x+1,-2*(x^y)
-x-2*y+3*(x&y)-2*(~(x|y))-(x&~y),-2*(~(x&y))
2*(~x|y)-(~(x&y))-3*(x&y)+(x|y)-(~x&y),~x
2*(~(x&y))+y-(x&~y)-(~x&y),~x-1
4*(~b)-(x|~b)+3*(~x)-4*(~(x&b))+1,-3*(x|b)-1
-(~(x^y))+(~y)+2*(~x|y)-(~(x&y))+1,-(x&~y)
(x&~y)+3*(~x&y)+2*(~(x^y))-(~y)-(~x)-1,2*y-1
-3*(~y)+5*(x|~y)+2*(~x)-(x|y),3*(~(x^y))-1
2*(x|y)+3*(~(x|y))+(x&~y)-(x|~y)+2,~(x&y)+1
-3*(~x)+2*(~x|y)+3*(~(x&y))-(x|y),~y-1
3*(~(x&c))+2*(x&c)-2*(x^c)-(~(x|c))+1,~(x^c)
-2*y+2*(x|y)-(x&~y)-(~x&y)-(~y)+1,-(~x)+1
2*y-(x|y)-(~(x|y))+1,-2*(~y)
-(~x|y)+3*x+2*y-3*(x|y)-(~(x^y)),-2*(~x)
2*(~x&a)+(~(x|a))+(x|~a)-(~x|a),-(x&a)-1
-(~(x&y))+x-2*(x&y),-(~x|y)
3*(~x&y)+3*(~(x|y))-(x|~y)-(~(x&y))+1,-3*x+y
3*(x&y)+(x^y)+2*(~x)-(~x|y)+2,y+1
(x|y)+(~x&y)+(~(x^y))+1,y
3*(x^y)+2*(x|~y)-(~x)-y+1,4*(x&~y)
(~(x|y))+(~y)-(x|~y),-(x&y)-(x|y)-1
2*(x|~y)-(~x)+3*(~(x&y))-(x|y)+1,3*(~y)
(~(x^y))-(~y)+(~x)-(~(x&y))-x+1,-3*(x&~y)+1
-(x^y)+(~(x|y))+(~x)-(~x|y),-2*(x|y)-1
(~y)+(~x)+2*x-2*(x&~y)-2*(-1),-(x^y)
(~x)-(~(x&y))+x-(x|y),-(x^y)
5*(x|y)-(~x&y)+2*(~(x^y))-(~x)+1,4*x+2*y
3*(~x&y)+3*(~(x^y))-2*(~x|y)+(~(x&y))+3,-x+1
2*(~y)-(~c)+3*(~c|y)-(~(c&y)),2*(~(c^y))-1
y-(x&y)+(x&~y)+1,-(~(x^y))
2*(~x|y)+2*x-y+(~y),2*(x|~y)-1
-(x|~c)+2*c-(x^c)-(~(x|c))+2,-3*(~c)+1
(~y)+3*(~a)-2*(~a|y)-2*(~(a&y)),-(a&y)-(a|y)
3*(x|~y)-(~x|y)-(~(x&y))-x+1,-3*(~x&y)
3*x-2*y-4*(x&~y)-2*(~(x^y)),-(~x|y)-(~(x&y))
-2*(~y)+(~a)+3*a-2*(a&y)-(a|y),-(~(a|y))
(x^y)+(~(x^y))+(~x)-(~(x&y))-y+1,-(x|y)
3*(~x)+4*x-2*(x|y)-(~(x|y))+1,x|~y
-(~x|y)-(~(x&y))+3*y-(x&y)-(x|y)-1,-2*(~y)-1
-x-3*y+4*(x|y)-2*(x^y)-(x|~y),-(~x|y)
7*(~x&y)+3*(~(x^y))-(~x)-(~(x&y))+1,-2*x+4*y
3*(x|~y)-(~x|y)+4*y-4*(x|y)+1,-3*(x^y)-1
(x&y)-(~x&y)+(~x)-(~x|y)+(~(x&y)),-y-1
-(~x|y)-2*x+2*(x|y)-(x&~y)+1,-2*(x|~y)
(x&~y)+(~(x^y))-(~y)+2*(~x)-(~x|y),-x-1
2*(x&~y)+(~x&y)-(x^y)+(~(x&y))-x+1,-2*(x&y)
x+y-3*(x&y)-(x^y)-(~x)+1,-(~x|y)+1
-3*(x^b)+6*(~b)-4*(x|~b)-2*(~x|b)+1,-x-5*b+1
2*(x^y)-(x&~y)-2*(~x&y)+(~(x^y))-(~y),x&y
(~x|y)-2*(x&y)+(x|y)-(x&~y)-(~x&y)-1,~x-1
3*(~b&y)-(~(b^y))+3*(b|~y)-(~(b&y))+1,b|y
(x^y)-2*(~x&y)-(~y),-(~x|y)-(~(x&y))-1
-y-(~(x|y))-(~x),-2*(~x|y)-(~(x&y))-1
(~y)-3*(~x)+2*(~x|y)-2*x,-(x^y)
-(~(x&y))+x+y-2*(x&y),-(~(x|y))
-(b&y)+2*(b|y)-(b&~y)-(~b&y)+(~y)-(~(b&y)),b
2*x+d-2*(x&d)-(x|d),-(~x|d)-1
(x|~a)+(~x)+x-(x&~a)+2,~(x^a)+1
-c+(c|y)+(c&~y)-(~c&y)+2,-(~c|y)+1
2*(~y)+2*(~x)-2*(~(x&y))+(x|y)+1,~(x|y)
-2*(~x)-x+2*y-3*(x&y)-(x&~y)+1,-2*(x|~y)+1
6*(x|y)+3*(~(x^y))-(~y)-(~x),4*x+4*y-1
(~x)-y+2*(x|y)-(x^y)-(~(x|y))-(x&~y)+1,-(~y)
-(~y)+(~x|y)-(x|y)-2*(~x&y),-2*(x^y)
(x|~a)+(~x)+(~x|a)-a+2,2*(~(x|a))+1
-(x|~y)+3*(~x|y)+2*x-2*y+3,-(x^y)+1
-(~y)+2*(x|~y)+(~x)-(~x|y)-x-1,~(x|y)-1
-(~b)+(x|~b)+2*(~x)-(~x|b)+1,-x
-2*(x^y)+(x|~y)+(~x)-2*x-2*y+3,-5*(x|y)+1
x-(x&y)+1,-(~x|y)
(x&t)+(x|t)-(~x&t)+(~t)-(x|~t)+1,x+1
-(~x|t)+2*x-(x&~t)-(~x&t)+1,(x|~t)-2*(~x)+1
-(~x)+(~x|y)+y-(x&y),-(~y)-1
(x|y)+3*(~(x|y))-(~(x^y))-(~y)-(~x|y),-(x&y)
y+3*(x^y)-4*(~x&y)+2*(~(x^y))-2*(x|~y),x
-x+(x&c)+(x|c)-(~x&c)+2,-(~(x&c))+1
-(x&y)+(x|y)-(x&~y)+1,-(x|~y)
(x|y)+(~(x|y))-(x&~y),~x|y
(x|~y)-(~x)-4*x-2*y+1,-2*(x&y)-3*(x|y)+1
2*x+y-5*(x&y)-2*(~x&y)-(~y)-(~x)+1,-3*(~x|y)
y-(x&~y)-(~(x^y))+(~y)+2,-(x|~y)+1
2*(~x)+(x&y)+(x|y)-2*(~x&y)+1,~(x^y)
(x&y)+(x^y)+(x|~y)-(~x),2*x
3*(x|y)-(x^y)+2*(~(x|y))-(~x|y)+1,x
x+4*y-4*(x|y)-2*(~(x|y))+1,(~(x^y))-3*(~y)+1
2*(~y)-(x|~y)+(~x|y)-2*(~(x&y)),-(x^y)
y-3*(x&y)-(x|y)+(~(x^y))-(~y),-2*x
5*y-5*(x&y)-2*(x^y)-(~x&y)+2*(~y)-(~x),-x-1
3*(~(x|y))-(~(x^y))-(x|~y)-(~x),-(x&y)-(x|y)
y-(x^y)+(x&~y)-(~x&y)-(~(x^y))-1,-(~x)-1
3*(x^y)+6*(~(x|y))-2*(~y)-2*(~x)+1,-x-y-1
2*(~(x^y))-(~x|y)+x-y,-3*(~x&y)-1
2*(x|~y)+2*(~x)-3*(~x|y)-(~(x&y)),x-2*y
(x^y)-(~(x|y))+3*(~y)-(x|~y)-2*x+1,-4*(x&y)
(x|~y)+(~x|y)-2*(~(x&y))-x-y+1,-2*(x^y)+1
2*(~(x^y))-(~y)-(~x|y)-2*x-2*y+1,-3*(x|y)+1
2*(x|y)+(x&~y)-(~x&y)+2*(~(x|y))-(~y)+2,x+1
(~x|y)+y-2*(x&y)+2,-(x|~y)+(~x)+1
2*x-(x&y)-(x^y)-(x&~y)-(~(x^y))+1,-(~x)+1
2*(x|y)-(x^y)-(~x&y)+(~y)-(x|~y)-1,x-1
2*(~(x|y))-(x|~y)+(~x)-(~x|y),-2*x-y-1
(~x|y)-x+(x&y)-2*(~(x|y))+2,-2*(~y)+1
3*(x^y)+3*(~(x|y))+(~x|y)-2*(~(x&y))+3,-x+1
-2*(~c)+2*(~c|y)+(~(c&y))-(c|y)+2,-(c^y)+1
(x^y)+(x|~y)+(~x)-(~x|y)-(~(x&y)),x&~y
-4*(~x)+3*(~x|e)+(~(x&e))-2*x-e,-(x^e)
3*(x^y)+4*(~(x^y))-2*(~y)-2*(~x|y),x+y
-(x^y)-2*(~(x|y))+3*(x|~y)-x-y,-3*(~x&y)-1
(~x)+3*c-2*(~x&c)+3,(~(x^c))-2*(~c)+1
-3*(x&y)-(x|y)-(x&~y)+(~(x|y))-(~x),-2*x-2*y
4*(~x&y)+3*(x|~y)-2*(~(x&y))-y+1,x&y
-3*(~y)+4*(x|~y)+(~x)-2*(x&y)+1,-(x^y)-1
-(x^y)-(~(x|y))+2*(x|~y)-3*x-y+1,-3*(x|y)
(x&t)+(x^t)-(x&~t)+(~t)-(~x)+1,x+1
(x|~c)-(x&c)-(~(x|c))+(~x&c),-(~(x^c))-1
(~y)+2*(~x)+3*(x&y)-(~x&y),2*(~(x^y))-1
3*(~(x^y))-2*(x|~y)+(~x)+y-2*(-1),-4*(x&~y)
3*(~(x^y))-(x|~y)-y+1,-2*(x^y)+(~(x|y))
-2*x+(x&y)+(x|y)-(~x&y)-(~(x^y))-1,-(x|~y)-1
3*(~y)-(~d)-(~d|y)-(~(d&y))-1,2*d-3*y-1
3*(x|~y)-(~x|y)+2*(~(x&y))-x+2,3*(~y)+1
-4*(x&y)-(x&~y)-(~x&y)-(x^y)+(~y)+1,-2*x-3*y
5*(a^y)+5*(~y)+4*(~a|y)-6*(~(a&y))+4,a+1
x-y-2*(~(x|y))-(x&~y)-(~x&y),-2*(~x)
3*(d|y)-2*(d&~y)-2*(~d&y)+(~(d&y)),d+y-1
2*(x^y)+(~y)+2*x-y+2,4*(x&~y)+1
x-(x&y)-(x&~y)+(~x&y),-(x|~y)-1
-2*(~x|y)+2*x+y-2*(x^y)-(~(x^y))+1,-3*(~x)+1
(x|~y)-2*(~x)+(~x|y)-y-(x|y)-1,-3*(~x&y)-1
-(~(x^y))+2*(~(x&y))+3*y-(x|y)+2,3*(~x&y)+1
-(~x)+2*y-2*(x&y)-(x&~y)-(~x&y),-(~y)
2*(~y)-3*(~x)+4*(~x|y)-x+2,2*(~(x^y))+1
-3*(~(x|y))+2*(~(x^y))+(~y)-2*x-y,-(x|y)
-(x^y)-(~y)+3*(x|~y)-(~x|y)-y,-4*(~x&y)-1
(x|~y)+(~(x&y))-(x&y)-(~x&y),2*(~y)
(~x&b)+2*(~x)-(~x|b)+x-b+2,-2*(x&b)+1
-(d|~y)+3*(~d)+4*d-(d&y)-(d|y)-(~d&y)+1,~y
2*(~y)+2*(~x|y)-4*(~(x&y))-x-y-1,-3*(x^y)-1
-(x^y)-(~y)+2*(~x|y)-x+2,-4*(x&~y)+1
(x|y)+2*(~x&y)-2*(x^y)+2*(~y)-(~x|y)+2,-y+1
(x|y)-2*(x&~y)+(~(x|y))-(~(x^y))+1,-x+y+1
2*(x^y)+(~(x|y))+(x|~y)-(~x)-(~x|y),3*(x&~y)
3*(x|~y)+2*(~(x&y))-y-(x&y)+1,4*(~y)
2*(~(x^y))+(~x)-(~x|y)-(~(x&y))+2,-2*(x^y)+1
-2*(x|~y)+(~x)+2*x-y,-(~(x^y))
3*(x|y)+(x&~y)-(~x&y)-(x^y)+(~(x|y))+1,2*x
3*(~(x^y))-2*(~(x&y))-x-y+1,-4*(x^y)
-(x&y)+(x|y)-(x^y)+(~x&y)+2,-(x|~y)+1
3*(~x)-(~x|y)+2*x-(~x&y)+1,~y
(~x&y)+(~y)-(~x),x&~y
-(~(a|y))+3*(~a)-(~(a&y))+1,-2*a+y
(~y)-2*(~x)+3*(~x|y)-x-(~x&y)+1,2*(~(x^y))+1
6*(~(e^y))+(~y)-4*(e|~y)-2*(~e)-y,-4*(e^y)-1
(~(x|y))+(~x&y)+(~y)-(~x),-y-1
5*(x&~y)-(x^y)+2*(~(x|y))-(~(x&y)),2*x-3*y-1
(~(x^y))+(x|~y)+(~x)-(~x|y)-x,2*(~(x|y))
-2*t+2*(x&t)+(x|t)-(~(x|t)),-2*(~x)-1
-y+(x&y)+(x|y)-(x&~y)+1,-(~(x&y))
2*(x^y)+(~(x|y))-(~y)-(~x)+(~x|y)-x,2*(~x&y)
(x|~y)-(~x)+3*(~x|y)-y+2,2*(~(x^y))+1
3*(~(x|y))-(~(x^y))-(~y)-(~x),-(x|y)
-(x|~y)-2*(~x)+3*(~x|y)-y-(x&y),-(x&~y)
4*(x&~y)+(~x&y)-2*(x^y)+2*(~x)-(~(x&y))+1,-y
2*(~(x&d))+(x&d)-(x|d)-(~(x|d))-(x&~d),~x
-4*(x&~y)+(x^y)+2*(~y)-(x|~y)-(~x|y),-2*x
2*(~y)+(x&y)-2*(x&~y)+1,-(x^y)+(~(x|y))
-3*(x&y)+2*(x|y)-(x^y)-(~x&y),-(~(x^y))+(~y)
2*(~(x^y))-3*(~x)+(~(x&y))-x-y-1,-3*(~x&y)-1
(~x&d)+(~(x|d))+(~(x^d))-(x|~d)-(~x),-(x&~d)
-(~x)+(~(x&d))-x-(~(x|d))-(x&~d)+1,-(x|~d)+1
2*(~(x^y))-(~x)-2*x-(~x&y),-2*(x^y)+(~(x|y))
-2*(x&y)+(x^y)-2*(~x&y)+(~(x^y))-(~y)-1,-y-1
-(~(x|y))+(~y)-(x|~y)+(~x|y)-y,-(x&y)
2*(~x&y)+(~(x|y))+(~(x^y))-2*(~x)-x,-(x&~y)
(~c|y)-2*(c&y)+3*(c|y)-2*(c^y)+3,-(~y)+1
2*(c^y)+2*(c|~y)-(~c|y)+1,3*(c&~y)
-(~e)+2*(~e|y)-2*(e&y)+(e|y)+1,-(e|~y)-1
-(~y)-(~x&(~y|~z))+(x|y|~z)+(x&(y^~z))-(y^~z)-(x&y),-2*(~x&~y)
2*x-3*(x&y)-(~x&y)-(~y)+2,-2*(~x|y)+1
-(~x)+2*(~(x&y))+(x&y)-(x|y)-(x&~y),~(x|y)
3*x-2*(x&y)-2*(x&~y)+1,-(~x|y)-(~(x&y))-1
(~(x|y))+(x|~y)-2*(~(x&y))-x,-2*(x^y)
-(~y)+2*(~(x&y))+2*x-y+1,2*(x&~y)
2*(x&(y|z))+(~x|~z)-(y^z)+(~y^z)-(y^~z)-(x&y)-(-1),-(~x&(y^z))
2*(~(x|y))+(x&~y)+2*(~x&y)-(~x)+1,-(x&y)
4*x+y-2*(x&y)-(x|y)-(x^y)+2,(x|~y)-2*(~x)+1
y+4*(~(x|y))-2*(~(x^y))-(~y),-2*x-1
3*b-5*(x&b)-2*(x^b)+(x|~b)-(~x)-1,-x-1
y+3*(~(x|y))+2*(x&~y)-(~(x^y))-(~y),~(x&y)
-3*(x|~c)+2*(~x|c)+2*x-c-(~x&c)-1,-(~c)-1
y-3*(x&y)+(x|y)-2*(x^y)-(~(x|y)),-(x|~y)
-(~y)-(~x^y&~z)+2*(x|y|~z)-(x&y^~z)+(x^~y&z)-(x&y)-(-1),-2*(~x&~y)
-(x&~y)+(~y)+(~x)-(~x|y)-(~(x&y))-1,-(x|y)-1
-(e&y)+3*(~e&y)-2*(e^y)+(~(e|y))-(~e|y),-2*e
-y-2*(~(x|y))+(~(x^y))+1,-(~x|y)-(~(x&y))
(x&y)-(x|y)+3*(~y)-2*(x|~y)-(~x)+1,-2*y+1
3*(x&~y)-(~y)+3*(~x)-(~x|y)-x-y+2,-4*(x&y)+1
4*(x|y)-2*(x^y)+2*(~(x|y))-(~(x^y))+1,x+y
(~x|y)-2*(x&y)+(x|y)+(~(x^y))+1,~x
-(~y)+2*(x|~y)+y-2*(x|y)+2,-2*(x^y)+1
2*(~y)-(x|~y)-x,-2*(x&y)-(x|y)-1
-(~(x|y))+(~(x^y))+(~x|y)-y+2,-(x^y)+1
2*x-(x|y)-(~(x|y))-(~x&y)-1,(x|~y)-2*(~x)-1
(x&~y)+2*(x^y)+(~(x|y))-2*x-y+1,-4*(x&y)
4*(x|~y)+(~x)-2*(~x|y)+2*(~(x&y))-x-y,5*(~y)
2*(~(x^y))+(~x)-(~x|y)+2,-(x^y)+(~(x|y))+1
-2*(~(x|t))+2*(x|~t)+(~x)-(~x|t)-x,x&~t
(x|y)-(x&~y)+(x^y)+(~(x^y))+2,y+1
-2*(~x&y)+3*(~y)-(x|~y)-(~x|y)+2,x-4*y+1
(a|~y)-1*(a|y)-2*(~(a|y))-1*(a&y),-(~(a&~y))
-(~(x|y))+(~x)-(~x|y)+(~(x&y))-x-y,-3*(x&y)
2*(~y)-(~x)+2*(~x|y)-x+2,2*(~(x|y))+1
(x&~e)+(~x&e)-(x^e)+(~(x&e)),-(x&e)-1
-(~y)+3*(d|~y)-d+y-(d|y)+1,2*(~(d^y))+1
2*x-t+(x&t)-(~x&t)-(~(x^t))-(~t),-3*(~x)-1
x+2*y-4*(x^y)-2*(~y)+1,3*(~x|y)-5*(~(x&y))+1
(~x|y)-y-(~(x|y))+(~x&y)+1,-(x|~y)
3*(x|y)+4*(x|~y)-2*(~x|y)-(~(x&y))+2,5*x-y+1
3*(x^y)+3*(x|~y)-(~x)-(~x|y)-x+2,4*(x&~y)+1
(x&c)+2*(x|c)-(~x&c)+(~(x|c))-(~x|c)-1,2*x-1
-(x|~y)+(x^y)-(~(x|y)),-2*(~(x^y))-(~y)-1
(x|~y)+2*(~(x&y))+x-y-(x|y)+1,3*(~y)+1
3*(~(x&y))+x-2*(x^y)-(~y)-1,(x|~y)+(~x)-1
-2*(x&y)+(x|y)+2*(~(x^y))-(~x|y)+2,-y+1
2*(x^y)+2*(~(x|y))-(~y)-(~(x&y)),~x&y
(x|~y)-(~x)+(~x|y)-(x&y)-(x&~y)-1,~(x^y)-1
(~x|y)+2*x-2*(x&y)-(x|y),~y
-(~x&y)+2*(x^y)+(~(x^y))-(~(x&y)),x
-(~c)+4*(~x|c)+2*x-3*c+4,-2*(x^c)+1
(x|y)-(x^y)+(~x)-(~x|y)+(~(x&y))+1,-(x&y)
2*(x|y)-(x&~y)+(~y)+(~x)-(~(x&y))+1,y
-(x|~y)+(~(x&y))+x+1,-(~(x^y))
y-(x&~y)-3*(~x&y)-(~(x^y))-(~y),-2*(~(x&y))
4*(~(x^y))-(~y)-(~x)-2*(x&y)+1,-3*(x^y)-1
-2*(x&~d)+2*(x^d)+(x|~d)-(~x),x|d
-(x&~y)-(x^y)+(~x|y)-2*y+1,(x&y)-3*(x|y)
2*(~(d&y))+d-y-(d&~y)-(~d&y)+1,2*(~y)+1
3*(~(x&y))+y+(x&y)-2*(x|y)-(~y)-1,2*(~x)-1
3*(~(x&y))-y+2*(x|y)-4*(x^y)-2*(~(x|y)),x|~y
-(~y)+2*(x|~y)-(x|y)+(~x&y)+2,-(x^y)+1
-(~x&y)+2*(x^y)+2*(~(x|y))-(x|~y)+1,-2*(x&y)
3*(~(x|y))-(x&~y)-2*(~(x^y))-(~y),-2*x
2*x-4*(x&b)+(x|b)-2*(x^b)-(~b),-(~x|b)
4*(x^y)+5*(~(x^y))-(~y)-2*(~x|y)-2*(-1),x
(x|~y)+x-(x&y)-2*(x&~y)+1,-(x^y)
(x^y)+3*(~(x|y))+(x&~y)-2*(~y),-x-1
(~(x|y))+(x|~y)-(~x)-(~(x&y))-y,-3*(~x&y)
5*(x&~y)-(~x&y)-(x^y)+(~(x^y))-(~x),4*x-3*y
(x^y)+2*(~(x|y))-(~x)+(x&y)+2,-(~x&y)+1
(~x&y)+(~(x^y))-(~x)-x-y,-(x|y)
2*(e^y)+3*(~(e^y))-(e|~y)-(~e)-(~e|y),e
3*x-(x&y)-(x|y)-2*(x&~y)-(~(x^y)),-(~x)
(x|~d)+(~x|d)-(x|d)+1,-(x^d)+(~(x|d))
(x&~y)+3*(~x&y)-2*(x^y)+2*(~y)-(~x),-y-1
(x&y)+(x|y)+3*(~(x|y))-(~(x^y))-(x|~y),-x-1
-3*(x|~y)+2*(~x)+4*x-y-(x|y)-1,-(~(x^y))-1
(x|y)+3*(x&~y)+2*(~(x^y))-(~y)-(~x),3*x
(x|y)-(x&~y)+(~x),-x+y-1
(~x&y)+3*(~(x|y))-(~y)-(~x)-y+2,-2*(x|y)+1
-(~x)+2*(~x|y)-2*y+(x|y)+1,-(~x&y)
(~(x&y))-2*x+y-2*(~(x|y))-2*(~x&y),-(x|~y)
2*(~x|y)+x-(x&y)-(~x&y)+1,~(x^y)
-2*(x&y)+2*(x|y)-(x&~y)-(~x&y)+1,-(~(x^y))
3*(~x|y)+(~(x&y))+3*x-2*y+3,2*(x|~y)+1
(~x|y)+2*(~(x&y))+y-(x|y)+1,2*(~x)
3*(x|y)-(x^y)+2*(~(x|y))-(x|~y)+1,y
(~(x|y))-2*(~x)+2*(~x|y)-(x&y)+1,-(x^y)
-2*(~(x^e))+4*(x|~e)-(~x|e)-(~(x&e)),3*x-2*e
d-y+(~d&y)+1,-(~d|y)
2*(x|y)-2*(x^y)+(~(x&y))+1,x&y
2*(~x)+(x|y)+(x&~y)-2*(~x&y),~y-1
-(~(x|y))+2*(~y)-(x|~y)+(~x),-2*(x&y)-1
2*(~y)-2*(~x)+y-(x|y)+1,(x&~y)-2*(~x&y)+1
-3*(x&y)+(~x&y)-(x^y)+(~(x^y))-(~y)-1,-2*x-1
-(~(x^y))+2*(~x)+2*(x&y)-2*(~x&y)+2,-(x^y)+1
-(~x|t)+2*(x|t)-2*(x^t)+(x&~t)+2,-2*(~x)+1
3*(~(x^y))-3*(~y)+x-2*y-2*(x&y)+1,-2*(x^y)+1
-(~(x|y))+(~(x^y))+(x|~y)-y,-2*(~x&y)-1
2*(x|~y)-(~x)+2*(~x|y)-x+2,2*(~(x^y))+1
(c|~y)+(~(c&y))-c+(c&y),~(c|y)-1
(~x)+(~x|y)+x-(x^y)-(~x&y),2*(~(x^y))
(~(x|y))+(x&~y)+(~(x^y))-(~y),-(x^y)-1
d+2*y-2*(d^y)-2*(d&~y)-1,3*(~(d^y))-3*(~y)-1
2*(~y)-(~(x&y))-2*x,-(x&y)-2*(x|y)-1
(~(c^y))+(~c)+c-(c&y)-(c|y)+1,2*(~(c|y))+1
2*(~(x^b))-2*(~x)+(~(x&b))-b+1,-3*(~x&b)
-(~y)-3*(~x)+6*(~x|y)-4*y+3,-3*(x^y)+1
2*(~(x&b))+b-(x&~b)-(~x&b)+2,~x+1
-(~x&y)+(~(x|y))-(~(x&y))-x,(x&y)-2*(x|y)
2*(x^t)+2*(~(x^t))-(x|~t)+1,~x&t
3*y-2*(x|y)+(x|~y)-2*(~x)-2*(-1),-3*(~(x&y))
2*(~(x|y))-(~y)+(x|y)+1,-(x&~y)
(x&y)+(x|y)+4*(~(x|y))-2*(~(x^y))-(~y)+1,-x
-(x^y)+(~(x|y))-(~x)+x-y-1,-3*(~x&y)-1
2*x-y-(x&y)-(x&~y)-(~y),-(~x)
x-2*(x&y),-(~x|y)+(~(x&y))
3*(~(e&y))+2*(e&y)-(e|y)-(~y)+1,~e
2*(x|~y)+2*(~x|y)-(x&~y)-(~x&y),3*(~(x^y))-1
2*(x|~y)+3*(~x)-(~x|y)+2*x-y-(x&y)+1,3*(~y)
3*(x|~y)-(~x)+3*(~(x&y))-x-y,4*(~y)-1
2*(x^y)-(~x)+2*(~x|y)-x+1,2*(~x&y)
(x&(y|z))+2*(~x&~z)+2*(~x&~y&z)+(x^y&z)+(y^~z)-3*(-1),-(x|y|z)
-(x|~c)+x+2*c-(x&c)-(x&~c)-(~x&c),-2*(~c)-1
y+(x^y)+2*(x|~y)-2*(-1),x
2*(x^y)+(~y)-2*(~x)+(~x|y)-y+1,3*(x&~y)+1
(x&c)+2*(x|c)+2*(x|~c)-(~x|c)+2,3*x+1
4*(~x|y)-3*y+(x^y)-(~(x^y))-(~y),2*(~x)
2*(~x&y)+(~(x|y))+x-y,-(x&y)-1
-(~(d|y))+2*(d|~y)-(~(d&y))-d-(d&y),-(~d&y)
(~x&d)-2*(x^d)+(~x|d)-2*d,(x&d)-3*(x|d)-1
4*(~(x^y))-2*(x|~y)-(~x)-y+1,-3*(x^y)
2*(~(x|y))-(~y)-(~x)-x-y,-2*(x|y)
(c&y)+(c|y)+(~(c|y))-(c|~y),y
(x|~y)+3*(~x)+x-y-2*(~(x|y))-(~x&y)+1,~y
(~(x|c))-(~x)+2*c-(x&c)-(x|c)+1,-(x&~c)+1
-(x&y)+(x^y)+3*(~(x|y))-2*(~y)-(~x)+1,-x+1
-(~(x&y)),-(x^y)-(~(x|y))
-4*(x&y)-(x|y)-(x&~y)-(x^y)-1,-3*x-2*y-1
(~(x^y))+(x|~y)+2*(~x)-2*y-(x&~y),4*(~(x|y))
-(x&e)-2*(x&~e)+2*(~e)-(~x|e)+1,-x-2*e
-2*(x^y)+2*(~x)-(~x|y)+x+1,(x&y)-2*(x|y)
(x&~y)+(~x&y)+(~(x^y))-(~x),x
2*(~x&d)+(~d)-(~x)+x-d-1,2*(x&~d)-1
2*(~x|y)-2*y+(x^y)-(~(x|y))-(~x&y)+1,~y+1
-(x&b)+(~(x^b))+2*(~b)-(x|~b)-(~x),-2*b-1
y+(~(x^y))+1,(~x|y)-(~(x&y))
(~b)+(x|~b)+2*(~x)-(~(x&b))+1,2*(~(x|b))
(x|~y)-(~x)+(x&y)-2*(x|y)-2*(x&~y),-3*(x^y)
2*(~x&c)-(~c)+3*(x|~c)-(~x)-(~x|c),2*x
3*(a|y)-2*(a^y)+(~y)+(~a)-2*(~(a&y)),3*(a&y)
-2*(x&y)+(x|y)-(x^y)+(~(x^y))-(~x|y)-1,-y-1
-2*(~(x|y))+3*(~x)+2*x-y+1,x^y
(~(x|y))-(~x|y)-2*x-y+1,-2*(x&y)-2*(x|y)+1
2*(a|y)-3*(a^y)+(a&~y)-(a|~y)+1,-2*(~(a&y))
(a|~y)-(~a)+2*(~(a&y))-(a&~y)+2,~y+1
(c|~y)+2*(~c)+2*(c&~y)-(~c&y),2*(~y)-1
(x^y)-(x&~y)-(~x&y)+(~y)-(x|~y),-(x&y)
(~x)+(~x|y)-(~(x&y))-2*y+2,-2*(x|y)+1
2*(~(x&y))+2*x+y-3*(x|y)-(~(x|y))-1,~y-1
2*(~x)+3*x-(x|y)-(x^y)-(x&~y)-1,2*(~(x^y))-1
-(~(x^y))-2*(~x)+3*(~x|y)-y-(x|y),-(x^y)
-2*(~y)+3*(x|~y)+(~x)-(~x|y)-x+1,-(x^y)
(~y)+3*(~x)-2*(~(x&y))+2*x-2*(-1),-(x^y)
2*(x&y)+(x^y)+3*(~(x|y))-(~(x^y))-(~y),~x|y
